study,item,cue,code,answer,responses
mturk,schumer,photo,correct,minority senate leader,2
mturk,schumer,photo,correct,us senate minority leader,2
mturk,schumer,name,correct,democrat senate minority leader,1
mturk,schumer,name,correct,"democrat, senate minority leader",1
mturk,schumer,name,correct,democrat- minority senate leader,1
mturk,schumer,name,correct,democratic senate leader,1
mturk,schumer,name,correct,leader of the senate democrats,1
mturk,schumer,name,correct,minority leader of senate,1
mturk,schumer,name,correct,minority leader of the u.s. senate,1
mturk,schumer,name,correct,minority senate leader,1
mturk,schumer,name,correct,minority senator,1
mturk,schumer,name,correct,senate leader democrat,1
mturk,schumer,name,correct,senate minority,1
mturk,schumer,name,correct,senate minority leader (democrat),1
mturk,schumer,name,correct,senate minority leader d new york,1
mturk,schumer,name,correct,senate minority leader dem,1
mturk,schumer,name,correct,senate minority leader from new york,1
mturk,schumer,name,correct,senate minorityu leader,1
mturk,schumer,name,correct,senate minotiry leader,1
mturk,schumer,name,correct,senate mintority leader,1
mturk,schumer,name,correct,"senate, minority leader",1
mturk,schumer,name,correct,senatie minority leader,1
mturk,schumer,name,correct,senator - ny (d) (possibly senate minority leader),1
mturk,schumer,name,correct,"senator ny, senator minority leader",1
mturk,schumer,name,correct,senator of new york/minority leader,1
mturk,schumer,name,correct,senator/minority leader,1
mturk,schumer,name,correct,us senate minority leader,1
mturk,schumer,photo,correct,chuck shumer senate minority leader,1
mturk,schumer,photo,correct,"chuck shumer, minority leader senate, democrat new york",1
mturk,schumer,photo,correct,"chuck u schumer, senate minority leader",1
mturk,schumer,photo,correct,democratic senate leader chuck schumer,1
mturk,schumer,photo,correct,democratic senate leader.,1
mturk,schumer,photo,correct,house minority leader- senator.,1
mturk,schumer,photo,correct,leader of senate democrats.,1
mturk,schumer,photo,correct,leader of the dems in the senate,1
mturk,schumer,photo,correct,minority leader in senate,1
mturk,schumer,photo,correct,minority leader in the senate,1
mturk,schumer,photo,correct,minority leader of the senate of us congress,1
mturk,schumer,photo,correct,minority leader of usa senate,1
mturk,schumer,photo,correct,"minority leader, senate",1
mturk,schumer,photo,correct,schumer senate minority leader,1
mturk,schumer,photo,correct,senate minority ldr,1
mturk,schumer,photo,correct,"senate minority leader ""crocodile"" charles schumer",1
mturk,schumer,photo,correct,senate minority leader of the united states,1
mturk,schumer,photo,correct,senate minority leader.,1
mturk,schumer,photo,correct,senate minority leadrer,1
mturk,schumer,photo,correct,senate minory leader,1
mturk,schumer,photo,correct,"senator from new york, senate minority leader.",1
mturk,schumer,photo,correct,us senator (d) / senate minority leader,1
mturk,schumer,name,dk,,236
mturk,schumer,photo,dk,,234
mturk,schumer,photo,dk,don't know,28
mturk,schumer,photo,dk,i don't know,17
mturk,schumer,name,dk,don't know,14
mturk,schumer,photo,dk,dont know,10
mturk,schumer,name,dk,dont know,8
mturk,schumer,photo,dk,i dont know,4
mturk,schumer,name,dk,i don't know,3
mturk,schumer,photo,dk,idk,3
mturk,schumer,photo,dk,no idea,3
mturk,schumer,name,dk,na,2
mturk,schumer,name,dk,not sure,2
mturk,schumer,photo,dk,?,2
mturk,schumer,photo,dk,do not know,2
mturk,schumer,photo,dk,no clue,2
mturk,schumer,photo,dk,not sure,2
mturk,schumer,name,dk,don't recall,1
mturk,schumer,name,dk,i dont know,1
mturk,schumer,name,dk,"i know the name, but can't recall his position",1
mturk,schumer,name,dk,idk,1
mturk,schumer,name,dk,no idea,1
mturk,schumer,name,dk,unsure,1
mturk,schumer,photo,dk,can't recall,1
mturk,schumer,photo,dk,"chuch schumer, not sure of his position except idiot",1
mturk,schumer,photo,dk,"don't know the face, sorry.",1
mturk,schumer,photo,dk,don't know.,1
mturk,schumer,photo,dk,i do not know,1
mturk,schumer,photo,dk,n/a,1
mturk,schumer,photo,dk,no clue...,1
mturk,schumer,photo,dk,not sure - sec'y of treasury or head of the federal reserve?,1
mturk,schumer,photo,dk,not sure us it little dick durbin?,1
mturk,schumer,name,incorrect,democrat,4
mturk,schumer,name,incorrect,house minority leader,4
mturk,schumer,photo,incorrect,house minority leader,4
mturk,schumer,photo,incorrect,politician,3
mturk,schumer,photo,incorrect,chuck schumer,2
mturk,schumer,photo,incorrect,minority speaker,2
mturk,schumer,photo,incorrect,president,2
mturk,schumer,name,incorrect,2,1
mturk,schumer,name,incorrect,3,1
mturk,schumer,name,incorrect,american politician,1
mturk,schumer,name,incorrect,amy schumers cousin,1
mturk,schumer,name,incorrect,amy shumers husband,1
mturk,schumer,name,incorrect,amys husband,1
mturk,schumer,name,incorrect,asshole,1
mturk,schumer,name,incorrect,cogress,1
mturk,schumer,name,incorrect,congress,1
mturk,schumer,name,incorrect,congress man,1
mturk,schumer,name,incorrect,congressman,1
mturk,schumer,name,incorrect,congressman from ny,1
mturk,schumer,name,incorrect,"crap, i forgot. crap leader.",1
mturk,schumer,name,incorrect,crocodile tear boy,1
mturk,schumer,name,incorrect,defense,1
mturk,schumer,name,incorrect,democraitc legislator,1
mturk,schumer,name,incorrect,democrat in house of representatives,1
mturk,schumer,name,incorrect,"democrat leader, i forget his position.",1
mturk,schumer,name,incorrect,democrat majority leader,1
mturk,schumer,name,incorrect,democrat politician and village idiot,1
mturk,schumer,name,incorrect,democratic head,1
mturk,schumer,name,incorrect,democratic house leader,1
mturk,schumer,name,incorrect,democratic leader and speaker,1
mturk,schumer,name,incorrect,democratic majority leader,1
mturk,schumer,name,incorrect,democratic representative,1
mturk,schumer,name,incorrect,dnc chair,1
mturk,schumer,name,incorrect,fbi director,1
mturk,schumer,name,incorrect,gov. of new york,1
mturk,schumer,name,incorrect,governman,1
mturk,schumer,name,incorrect,head democrat,1
mturk,schumer,name,incorrect,head of democratic party,1
mturk,schumer,name,incorrect,house majority leader,1
mturk,schumer,name,incorrect,house minor leader,1
mturk,schumer,name,incorrect,house of representative,1
mturk,schumer,name,incorrect,house whip,1
mturk,schumer,name,incorrect,i think he's the guy who talks to the press for the president,1
mturk,schumer,name,incorrect,idiot from new york,1
mturk,schumer,name,incorrect,liberal,1
mturk,schumer,name,incorrect,liberal democrat,1
mturk,schumer,name,incorrect,mayor,1
mturk,schumer,name,incorrect,member of congress,1
mturk,schumer,name,incorrect,minority speaker of the democratic house,1
mturk,schumer,name,incorrect,ny (someone who holds position here),1
mturk,schumer,name,incorrect,ny congressman,1
mturk,schumer,name,incorrect,"ny dem representative, house leader",1
mturk,schumer,name,incorrect,ny governor,1
mturk,schumer,name,incorrect,politican,1
mturk,schumer,name,incorrect,politician,1
mturk,schumer,name,incorrect,politics,1
mturk,schumer,name,incorrect,representative,1
mturk,schumer,name,incorrect,republican,1
mturk,schumer,name,incorrect,"us politician, unknown position",1
mturk,schumer,photo,incorrect,attorney,1
mturk,schumer,photo,incorrect,attorney general,1
mturk,schumer,photo,incorrect,ceo,1
mturk,schumer,photo,incorrect,chuck schumer house minority leader,1
mturk,schumer,photo,incorrect,chuck schumer top democrat,1
mturk,schumer,photo,incorrect,chuck shumer senior democrat,1
mturk,schumer,photo,incorrect,"chuck shumer, head of democratic party",1
mturk,schumer,photo,incorrect,"chuck swummer, dem",1
mturk,schumer,photo,incorrect,clinton campaign head / obama advisor,1
mturk,schumer,photo,incorrect,congress,1
mturk,schumer,photo,incorrect,defense secretary,1
mturk,schumer,photo,incorrect,dem speker,1
mturk,schumer,photo,incorrect,democrat congressman,1
mturk,schumer,photo,incorrect,democratic chairman,1
mturk,schumer,photo,incorrect,democratic speaker of the house,1
mturk,schumer,photo,incorrect,dn't know,1
mturk,schumer,photo,incorrect,don' know,1
mturk,schumer,photo,incorrect,"don,t know",1
mturk,schumer,photo,incorrect,ex mayor new york,1
mturk,schumer,photo,incorrect,fed chairman,1
mturk,schumer,photo,incorrect,fleeces wall street for donations for the dnc,1
mturk,schumer,photo,incorrect,flunky,1
mturk,schumer,photo,incorrect,george,1
mturk,schumer,photo,incorrect,govner,1
mturk,schumer,photo,incorrect,he wants a path to citizenship and to restrict carbon emissions,1
mturk,schumer,photo,incorrect,head of congress,1
mturk,schumer,photo,incorrect,head of epa,1
mturk,schumer,photo,incorrect,head of some department,1
mturk,schumer,photo,incorrect,head of the democrats in congress,1
mturk,schumer,photo,incorrect,history teacher,1
mturk,schumer,photo,incorrect,mayor,1
mturk,schumer,photo,incorrect,middle of the road,1
mturk,schumer,photo,incorrect,minority leader of the house,1
mturk,schumer,photo,incorrect,ny congressman,1
mturk,schumer,photo,incorrect,political,1
mturk,schumer,photo,incorrect,president of mexico,1
mturk,schumer,photo,incorrect,schumer is the speaker majority speaker of the democratic house,1
mturk,schumer,photo,incorrect,senenter,1
mturk,schumer,photo,incorrect,shumer,1
mturk,schumer,photo,incorrect,speaker of the house,1
mturk,schumer,photo,incorrect,u/k,1
mturk,schumer,photo,incorrect,whiney democrat minority loser,1
mturk,schumer,name,partial,senator,39
mturk,schumer,photo,partial,senator,26
mturk,schumer,name,partial,democratic senator,13
mturk,schumer,name,partial,minority leader,12
mturk,schumer,name,partial,ny senator,11
mturk,schumer,name,partial,us senator,11
mturk,schumer,photo,partial,minority leader,5
mturk,schumer,name,partial,democrat senator,4
mturk,schumer,name,partial,new york senator,4
mturk,schumer,photo,partial,ny senator,4
mturk,schumer,photo,partial,senate,3
mturk,schumer,photo,partial,us senator,3
mturk,schumer,name,partial,democratic minority leader,2
mturk,schumer,name,partial,senate majority leader,2
mturk,schumer,name,partial,con man/senator/new york,1
mturk,schumer,name,partial,dem senator,1
mturk,schumer,name,partial,democrat - minority leader,1
mturk,schumer,name,partial,"democratic senate majority leader? can't remember, but he is a senator and prominent democrat",1
mturk,schumer,name,partial,minority leader -- democrats,1
mturk,schumer,name,partial,minority leader for democrats,1
mturk,schumer,name,partial,ny senate,1
mturk,schumer,name,partial,sen. minority leader,1
mturk,schumer,name,partial,senate,1
mturk,schumer,name,partial,senator (dem),1
mturk,schumer,name,partial,senator (dnc),1
mturk,schumer,name,partial,senator and vocal against pres trump,1
mturk,schumer,name,partial,senator d- ny,1
mturk,schumer,name,partial,senator from new york and an asshole,1
mturk,schumer,name,partial,senator from ny,1
mturk,schumer,name,partial,senator from usa,1
mturk,schumer,name,partial,senator ny,1
mturk,schumer,name,partial,"senator, democrat",1
mturk,schumer,name,partial,senior senator,1
mturk,schumer,name,partial,senior states senator from new york,1
mturk,schumer,name,partial,united states senator,1
mturk,schumer,name,partial,us senate,1
mturk,schumer,name,partial,us senator for ny,1
mturk,schumer,name,partial,us senator from ny,1
mturk,schumer,photo,partial,"charles chumer, democrat senator",1
mturk,schumer,photo,partial,chuck schumer senator,1
mturk,schumer,photo,partial,democrat senate whip,1
mturk,schumer,photo,partial,democrat/senate,1
mturk,schumer,photo,partial,democratic minority leader chuck schumer,1
mturk,schumer,photo,partial,democratic senator,1
mturk,schumer,photo,partial,democratic senator in charge,1
mturk,schumer,photo,partial,new york senator,1
mturk,schumer,photo,partial,politician so senator,1
mturk,schumer,photo,partial,sen minority leader,1
mturk,schumer,photo,partial,senate majority leader,1
mturk,schumer,photo,partial,senator chuck shumer,1
mturk,schumer,photo,partial,senator of ny,1
mturk,schumer,photo,partial,speaker minority leader,1
